"ITEM_NAME","DRUG_SHAPE","COLOR_CLASS","CHART","LINE_FRONT","LINE_BACK"
"로트로반정5밀리그램(로수바스타틴칼슘)","원형","노랑","노란색의 원형 필름코팅정","null","null"
"징코필정240밀리그램(은행엽건조엑스)","장방형","연두","녹색의 장방형 필름코팅정제","null","null"
"토스젯정10/20밀리그램","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"토스젯정10/10밀리그램","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"크로낙정(클로닉신리시네이트)","원형","청록","연한 청색의 원형 필름코팅정","null","null"
"와이젯정10/10밀리그램","타원형","하양","흰색의 타원형 필름코팅정 ","null","null"
"와이젯정10/20밀리그램","타원형","하양","흰색의 타원형 필름코팅정 ","null","null"
"유토젯정10/10mg","타원형","하양","흰색의 타원형 필름코팅정","null","null"
"영진조피클론정3밀리그램(에스조피클론)","원형","파랑","청색의 원형 필름코팅정","null","-"
"영진조피클론정1밀리그램(에스조피클론)","원형","하양","흰색의 원형 필름코팅정","null","-"
"오라클러캡슐250mg(세파클러수화물)","장방형","보라","미황색분말 또는 과립상분말 함유하는 상부는 보라색, 하부는 흰색의 캡슐제","null","null"
"레미닐피알서방캡슐24밀리그램(갈란타민브롬화수소산염)","장방형","주황"," 흰색 내지 미백색 서방성 과립이 들어있는 연한 갈색의 경질캡슐","null","null"
"에이디메드정5밀리그램(메만틴염산염)","원형","하양","흰색의 원형 필름코팅정제","null","null"
"프리모노정40밀리그램(텔미사르탄)","원형","하양","흰색 또는 거의 흰색의 양면이 볼록한 원형정제","-","null"
"네비로스타정2.5/20밀리그램","원형","노랑","연한 노란색의 원형 필름코팅정","null","-"
"리플록신정250밀리그램(레보플록사신수화물)","타원형","분홍","진분홍색의 장방형 필름코팅정","null","null"
"리플록신정500밀리그램(레보플록사신수화물)","타원형","분홍","분홍색의 장방형 필름코팅정","null","null"
"큐턴정5/10밀리그램","원형","주황","밝은 갈색에서 갈색의 양면이 볼록한 원형 필름코팅정","null","null"
"아뮤렉정50밀리그램(에페리손염산염)","원형","하양","흰색의 원형 필름코팅정","null","null"
"아세레캡슐200밀리그램(세레콕시브)","장방형","하양","흰색 내지 연노랑색의 분말이 충전된 흰색의 캡슐제","null","null"
"암로듀오정10/160밀리그램","타원형","주황","밝은 황색의 달걀형 필름코팅정 ","null","null"
"암로듀오정5/160밀리그램","타원형","주황","어두운 황색의 달걀형 필름코팅정 ","null","null"
"암로듀오정5/80밀리그램","원형","주황","어두운 황색의 원형 필름코팅정 ","null","null"
"아프론정4밀리그램(메틸프레드니솔론)","원형","하양","흰색의 원형 정제","null","null"
"텔로드정40밀리그램(텔미사르탄)","타원형","하양","흰색의 장타원형 정제","null","null"
"텔로드정80밀리그램(텔미사르탄)","타원형","하양","흰색의 타원형 정제","null","null"
"텔로지드플러스정40/12.5밀리그램","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"텔로지드플러스정80/12.5밀리그램","타원형","하양","흰색 또는 미백색의 장방형 정제","null","null"
"피타틴엠정1밀리그램(피타바스타틴칼슘)","원형","하양","흰색의 원형 필름코팅정","null","null"
"나노디오정600밀리그램(디오스민)","원형","연두","연두색의 원형 필름코팅정제","null","null"
"씨트렉스캡슐100밀리그램(세레콕시브)","장방형","하양, 파랑","흰색 내지 미황색의 분말이 충전된 상하 푸른색 줄이 있는 흰색의 캡슐제  ","null","null"
"두타온연질캡슐0.5밀리그램(두타스테리드) ","타원형","노랑, 투명","무색 투명한 내용물이 들어있는 미황색의 투명한 타원형 연질캡슐","null","null"
"하이포지에이정5/80/10밀리그램","장방형","하양","흰색의 타원형 필름코팅정","null","null"
"하이포지에이정5/160/10밀리그램","타원형","주황","연한 황갈색의 타원형 필름코팅정","null","null"
"스포라녹스캡슐(이트라코나졸)","장방형","파랑","흰색-연한노란색의 과립의 과립이 충진된 상부 불투명한 파란색/하부 분홍색의 캡슐","null","null"
"세파모아캡슐(세파클러수화물) ","장방형","보라","흰색-미황색의 분말이 든 상부자색, 하부흰색의 경질캡슐제","null","null"
"캐스터정(록시트로마이신)","원형","하양","양쪽이 볼록한 흰색의 원형 제피정","null","null"
"엘렉틴캡슐10밀리그램(플루옥세틴염산염)","장방형","연두","흰색 또는 회백색의 분말을 충진한 상하부 녹색의 캡슐","null","null"
"엘렉틴캡슐20밀리그램(플루옥세틴염산염)","장방형","연두","흰색-회백색의 분말이 충진된 상부 녹색, 하부 미황색의 경질캡슐제","null","null"
"팜시온정(팜시클로비르)","원형","하양","흰색의 원형 제피정","null","null"
"암로베핀정(암로디핀베실산염)","팔각형","하양","흰색의 팔각형 정제","null","-"
"에버포스정","타원형","갈색","진한갈색의 장방형 필름코팅정","null","null"
"트로셋서방정","장방형","주황","연한 노란색의 장방형 서방성 필름코팅정","null","null"
"트로셋세미서방정","원형","주황","연한 노란색의 원형 서방성 필름코팅정","null","null"
"몬테뉴정10밀리그램(몬테루카스트나트륨)","사각형","분홍","베이지색의 모서리가 둥근 사각형 필름코팅정제","null","null"
"노리스정(클로닉신리시네이트)","원형","주황","노란색의 원형 필름코팅정제","null","null"
"쎄스콘원정(레보노르게스트렐)","원형","하양","흰색 내지 연한 흰색의 원형 정제 ","null","null"
"베포타딘정10밀리그램(베포타스틴베실산염)","원형","하양","흰색의 원형 필름코팅정제","null","-"
"라리칸캡슐75밀리그램(프레가발린)","장방형","갈색","흰색 또는 연한 노란색을 띄는 분말이 든 상부 적갈색, 하부 흰색의 경질캡슐","null","null"
"잘토맥스정(잘토프로펜)","원형","하양","백색의 원형필름코팅정제","null","null"
"바이브렉스연질캡슐","타원형","갈색","회백색의 유상내용물을 함유한 암갈색의 장방형 연질캡슐 ","null","null"
"로수메디정5밀리그램(로수바스타틴칼슘)","원형","주황","노란색의 원형필름코팅정제","null","null"
"크라보신정100밀리그램(레보플록사신수화물)","원형","하양"," 백색-미백색의 원형 필름코팅정","null","null"
"레이튼정","타원형","주황","황색의 타원형 필름코팅정","null","-"
"엑스푸정40밀리그램(에스오메프라졸마그네슘삼수화물)","타원형","분홍","분홍색의 원형 필름코팅정","null","null"
"알피에소정20mg(에스오메프라졸마그네슘이수화물)","타원형","분홍","연한 분홍색의 장방형 필름코팅정","null","null"
"하디큐노즈연질캡슐","타원형","노랑, 투명","연한노랑의 액상 내용물이 든 노랑색의 투명한 장방형 연질캡슐","null","null"
"유니미녹시딜정","원형","하양","흰색의 원형 정제","null","null"
"실로켐씨알정200밀리그램(실로스타졸)","장방형","하양","흰색의 장방형 서방정","null","null"
"비엘아토르정10밀리그램(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"비엘아토르정20밀리그램(아토르바스타틴칼슘수화물)","원형","하양","흰색의 원형 필름코팅정","null","null"
"듀오엠정40/10밀리그램","타원형","하양","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"듀오엠정40/5밀리그램","타원형","하양","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정","null","null"
"듀오엠정80/5밀리그램","타원형","하양","흰색과 연한 파란색의 양면이 볼록한 타원형 이중정이다.","null","null"
"도네페질원정5밀리그램(도네페질염산염수화물)","원형","노랑","노랑색의 원형 필름코팅정","null","null"
"파리아톤정10mg(라베프라졸나트륨)","원형","노랑","담황색의 원형 장용필름코팅정제","null","null"
"파리아톤정20mg(라베프라졸나트륨)","원형","노랑","담황색의 원형 장용필름코팅정제","null","null"
"영일메만틴정(메만틴염산염)","기타","하양","흰색의 장방형 필름코팅정제","-","-"
"울트라셋이알서방정","타원형","주황","노란색의 장방형 필름코팅 서방정제","null","null"
"울트라셋이알세미서방정 ","원형","주황","노란색의 원형 필름코팅 서방정제 ","null","null"
"울트라셋세미정","타원형","노랑","연한 노란색의 장방형 필름코팅정제","null","null"
"바스크롱에프캡슐","장방형","자주","흰색 가루가 함유된 상부 어두운 자주색, 하부 연한 노란색의 경질캡슐제","null","null"
"두타스타정0.5밀리그램(두타스테리드)","타원형","주황","연한 황색의 달걀형 필름코팅정제","-","-"
"포머렐정0.075밀리그램(데소게스트렐)","원형","하양","흰색 또는 미백색의 원형 필름코팅 정제","null","null"
"래트로신정500mg(클래리트로마이신)","타원형","연두","노란색의 타원형 필름코팅정","null","null"
"헤파코엔플러스정","장방형","주황","노란색의 장방형 필름코팅정","null","null"
"빌다글메트정50/850밀리그램","타원형","주황","노란색의 타원형 필름코팅정","null","null"
"엑스아토르정5/160/20밀리그램","타원형","분홍","연한 분홍색의 타원형 필름코팅정","null","null"
"엑스아토르정5/80/20밀리그램","장방형","주황","연한 주황색의 타원형 필름코팅정","null","null"
"도베칼정500밀리그램(도베실산칼슘수화물)","타원형","하양","흰색의 장방형 정제","-","null"
"클리토신정500밀리그램(클래리트로마이신)","타원형","연두","노란색의 타원형 필름코팅정","null","null"
"트라부틴정(트리메부틴말레산염)","원형","연두","연두색의 원형정제","null","null"
"크래이신정250밀리그램(클래리트로마이신)","장방형","노랑","황색의 장방형 필름코팅정","null","null"
"칸데살탄정8밀리그램(칸데사르탄실렉세틸)","원형","분홍","양면이 볼록한 원형의 연한 분홍색 정제","-","null"
"칸데살탄정16밀리그램(칸데사르탄실렉세틸)","원형","분홍","양면이 볼록한 원형의 연한 노란분홍색 정제","-","null"
"미네서플라이정","원형","파랑","연한 파란색의 원형 필름코팅정","null","null"
"비타미노펜연질캡슐","타원형","빨강","미황색(연노랑)의 내용물을 함유한 다홍색의 타원형 연질캡슐","null","null"
"브이디썬정","원형","하양","흰색의 원형 정제","-","null"
"테네글립정20밀리그램(테네리글립틴염산염수화물)","원형","분홍","분홍색 원형의 필름코팅정","null","null"
